구분명,행사명,행사내용,장소명,담당부서명,행사시작일자,행사종료일자,데이터기준일자
행사,영천시친환경농업인연합회 총회,결산보고 및 승인,영천시 농업기술센터 3층 생활과학관,농업정책과,2019-02-19,2019-02-19,2022-11-28
행사,영천스타라이온스클럽 무료급식 지원,무료급식 실시,영천시장애인종합복지관 1층 식당,사회복지과,2019-02-20,2019-02-20,2022-11-28
행사,영천스타라이온스클럽 무료급식 지원,배식봉사,영천시장애인종합복지관 1층 식당,사회복지과,2019-02-20,2019-02-20,2022-11-28
행사,영천인재양성원 2019년 개강식,개강사 및 축사,영천시립도서관 1층 지산홀,인구교육과,2019-02-20,2019-02-20,2022-11-28
행사,영천인재양성원 2019년 개강식,오리엔테이션,영천시립도서관 1층 지산홀,인구교육과,2019-02-20,2019-02-20,2022-11-28
행사,시문학 특강 개최,시문학 특강,교육문화센터 회의실,평생교육과,2019-02-20,2019-02-20,2022-11-28
행사,영농 4-H회 정기총회 및 회장 이취임식,2018년 결산,와인학교 2층,농촌지도과,2019-02-21,2019-02-21,2022-11-28
행사,영농 4-H회 정기총회 및 회장 이취임식,2019년 사업계획,와인학교 2층,농촌지도과,2019-02-21,2019-02-21,2022-11-28
행사,영농 4-H회 정기총회 및 회장 이취임식,60대 임원 이임,와인학교 2층,농촌지도과,2019-02-21,2019-02-21,2022-11-28
행사,영농 4-H회 정기총회 및 회장 이취임식,61대 임원 취임식,와인학교 2층,농촌지도과,2019-02-21,2019-02-21,2022-11-28
행사,월남참전유공자회 정기총회,제26차 정기총회,스타컨벤션웨딩 3층,복지정책과,2019-02-22,2019-02-22,2022-11-28
행사,월남참전유공자회 정기총회,FFVD촉구대회,스타컨벤션웨딩 3층,복지정책과,2019-02-22,2019-02-22,2022-11-28
행사,월남참전유공자회 정기총회,화합행사,스타컨벤션웨딩 3층,복지정책과,2019-02-22,2019-02-22,2022-11-28
행사,박약회 영천지회 총회,결산보고,영천향교 국학학원,문화예술과,2019-02-25,2019-02-25,2022-11-28
행사,박약회 영천지회 총회,명사 초청 특강,영천향교 국학학원,문화예술과,2019-02-25,2019-02-25,2022-11-28
기타,고품질 마늘재배기술 컨설팅 교육,대서마늘 생육재생기 이후 관리요령,금호농협 청통지점 회의실,기술지원과,2019-02-25,2019-02-25,2022-11-28
기타,고품질 마늘재배기술 컨설팅 교육,깐마늘 상품성 향상을 위한 수확 및 건조기술,금호농협 청통지점 회의실,기술지원과,2019-02-25,2019-02-25,2022-11-28
행사,2019년 자연유산 민속행사,마을수호와 방풍,화북면 자천리 오리장림,문화예술과,2019-02-26,2019-02-26,2022-11-28
행사,2019년 자연유산 민속행사,제방보호,화북면 자천리 오리장림,문화예술과,2019-02-26,2019-02-26,2022-11-28
행사,2019년 자연유산 민속행사,홍수 방지 기원제,화북면 자천리 오리장림,문화예술과,2019-02-26,2019-02-26,2022-11-28
행사,새영천 알림이단 발대식,위촉장 수여,시청 영상회의실,홍보전산실,2019-02-26,2019-02-26,2022-11-28
행사,새영천 알림이단 발대식,SNS 서포터즈 운영 안내,시청 영상회의실,홍보전산실,2019-02-26,2019-02-26,2022-11-28
행사,제51차 영천문화원 정기총회,개회식,영천문화원 대강당,문화예술과,2019-02-27,2019-02-27,2022-11-28
행사,제51차 영천문화원 정기총회,2018년도 감사보고,영천문화원 대강당,문화예술과,2019-02-27,2019-02-27,2022-11-28
행사,제51차 영천문화원 정기총회,의안 심의,영천문화원 대강당,문화예술과,2019-02-27,2019-02-27,2022-11-28
행사,포은선생숭모사업회 정기총회 개최,2018년도 사업실적 및감사보고,임고서원 포은연수관 대강당,문화예술과,2019-02-28,2019-02-28,2022-11-28
행사,포은선생숭모사업회 정기총회 개최,2019년도 사업계획 보고,임고서원 포은연수관 대강당,문화예술과,2019-02-28,2019-02-28,2022-11-28
행사,포은선생숭모사업회 정기총회 개최,의안심의,임고서원 포은연수관 대강당,문화예술과,2019-02-28,2019-02-28,2022-11-28
행사,포은선생숭모사업회 정기총회 개최,정관개정,임고서원 포은연수관 대강당,문화예술과,2019-02-28,2019-02-28,2022-11-28
행사,포은선생숭모사업회 정기총회 개최,수련원 운영 규정 개정,임고서원 포은연수관 대강당,문화예술과,2019-02-28,2019-02-28,2022-11-28
행사,제100주년 3·1절 기념행사,3·1절 기념행사,시민회관,총무과,2019-03-01,2019-03-01,2022-11-28
행사,『영천의 독립운동사 100주년 기념 특별기획 전시』,독립군관련 사진자료 70점 및 유물 30점 전시,시민회관 1층,문화예술과,2019-03-01,2019-03-07,2022-11-28
행사,『영천의 독립운동사 100주년 기념 특별기획 전시』,독립군관련 사진자료 70점 및 유물 30점 전시,시민회관 2층,문화예술과,2019-03-01,2019-03-07,2022-11-28
기타,아트앤하트 행복전,"아동미술 전시(재능기부, 작품 100점)",영천예술창작스튜디오 1 전시실,문화예술과,2019-03-01,2019-03-03,2022-11-28
기타,아트앤하트 행복전,"아동미술 전시(재능기부, 작품 100점)",영천예술창작스튜디오 2 전시실,문화예술과,2019-03-01,2019-03-03,2022-11-28
기타,청소년방과후아카데미 개소,취약계층 청소년 방과후 돌봄,청소년문화의집 2층,가족행복과,2019-03-04,2019-03-04,2022-11-28
행사,영천시 행정동우회 2019년 정기총회,세입세출 예·결산안 심의의결,영천시보건소 대강당(건강교육관 3층),총무과,2019-03-05,2019-03-05,2022-11-28
행사,영천시 행정동우회 2019년 정기총회,현안사항 토의 등,영천시보건소 대강당(건강교육관 3층),총무과,2019-03-05,2019-03-05,2022-11-28
행사,영천시장애인회관 준공식,준공식,천문로 210-7 (구 남부동주민센터),사회복지과,2019-03-05,2019-03-05,2022-11-28
행사,영천시자연보호협의회 3월 정례회,위촉장 및 감사패 전달 ,다나눔센터 2층 자연보호 사무실,새마을체육과,2019-03-06,2019-03-06,2022-11-28
행사,영천시지역사회보장 협의체 정기 총회,위원 위촉,시청 대회의실,복지정책과,2019-03-07,2019-03-07,2022-11-28
행사,영천시지역사회보장 협의체 정기 총회,2018년 사업결산보고,시청 대회의실,복지정책과,2019-03-07,2019-03-07,2022-11-28
행사,영천시지역사회보장 협의체 정기 총회,2019년 사업방안 논의,시청 대회의실,복지정책과,2019-03-07,2019-03-07,2022-11-28
행사,노인대학 입학식,2019년 노인대학 입학식,교육문화센터 우석홀,사회복지과,2019-03-08,2019-03-08,2022-11-28
행사,말모이 영화상영,영화상영(말모이),시민회관 스타홀,문화예술과,2019-03-08,2019-03-09,2022-11-28
행사,제19회 클럽대항 볼링대회,개인전,효성볼링장,새마을체육과,2019-03-09,2019-03-10,2022-11-28
행사,제19회 클럽대항 볼링대회,3인조 단체전,효성볼링장,새마을체육과,2019-03-09,2019-03-10,2022-11-28
행사,영천향교 석전대제,향교 춘향 전통 제례의식,영천향교 대성전,문화예술과,2019-03-11,2019-03-11,2022-11-28
행사,2019년 신기술보급 시범사업 설명회,시범사업 추진요령 설명 ,생활과학관,기술지원과,2019-03-12,2019-03-12,2022-11-28
행사,영천시농업대학 포도과정 입학식,기념사,농업기술센터 3층 생활과학관,농촌지도과,2019-03-13,2019-03-13,2022-11-28
행사,영천시농업대학 포도과정 입학식,학사운영안내,농업기술센터 3층 생활과학관,농촌지도과,2019-03-13,2019-03-13,2022-11-28
행사,영천시농업대학 포도과정 입학식,학생자치회 구성,농업기술센터 3층 생활과학관,농촌지도과,2019-03-13,2019-03-13,2022-11-28
행사,따숨가게 현판 전달식,따숨쿠폰 사업 참여(도움이 필요한 사례관리 대사자에 소상공인이무료이용 쿠폰을 발행하여 지원하는 사업),금호읍행정복지센터 대회의실(2층),복지정책과,2019-03-13,2019-03-13,2022-11-28
행사,따숨가게 현판 전달식,가게에 현판전달,금호읍행정복지센터 대회의실(2층),복지정책과,2019-03-13,2019-03-13,2022-11-28
행사,2019년 장학증서 전달식,장학증서 전달식,시립도서관 지산홀,인구교육과,2019-03-14,2019-03-14,2022-11-28
행사,2019 전국종별태권도 선수권대회,전국종별태권도 선수권대회,영천체육관,새마을체육과,2019-03-14,2019-03-21,2022-11-28
행사,장애인종합복지관 15주년 개관기념행사,개관기념식,장애인종합복지관 강당,사회복지과,2019-03-15,2019-03-15,2022-11-28
행사,장애인종합복지관 15주년 개관기념행사,문화공연 ,장애인종합복지관 강당,사회복지과,2019-03-15,2019-03-15,2022-11-28
행사,영천로타리클럽창립50주년 기념행사,영천로타리클럽 창립50주년 기념행사 ,시민회관 스타홀,문화예술과,2019-03-16,2019-03-16,2022-11-28
행사,귀농연합회 우리고장알기 교육,은해사 역사소개 및 사찰안내,은해사,농촌지도과,2019-03-18,2019-03-18,2022-11-28
행사,귀농연합회 우리고장알기 교육,귀농귀촌 사례발표 및 종합,은해사,농촌지도과,2019-03-18,2019-03-18,2022-11-28
행사,귀농연합회 우리고장알기 교육,귀농귀촌 활성화 방안 토의,은해사,농촌지도과,2019-03-18,2019-03-18,2022-11-28
행사,4차 산업혁명 토크콘서트,「4차산업혁명 토크콘서트」특강,시민회관,정책기획실,2019-03-18,2019-03-18,2022-11-28
행사,여성단체협의회장 이취임식 개최,영천시여성단체협의회장 이취임식,영천시새마을회관 3층 대강당,가족행복과,2019-03-19,2019-03-19,2022-11-28
행사,여성단체협의회장 이취임식 개최,"이임회장 제12대(김판덕), 취임회장 제13대(민순남)",영천시새마을회관 3층 대강당,가족행복과,2019-03-19,2019-03-19,2022-11-28
기타,샤인머스켓 재배 교육,샤인커스켓 재배방법,교육문화센터,기술지원과,2019-03-19,2019-03-19,2022-11-28
기타,샤인머스켓 재배 교육,병해충관리,교육문화센터,기술지원과,2019-03-19,2019-03-19,2022-11-28
행사,영천스타라이온스가 지원하는 무료급식,무료급식 실시,장애인종합복지관 1층 식당,사회복지과,2019-03-20,2019-03-20,2022-11-28
행사,영천스타라이온스가 지원하는 무료급식,배식 봉사,장애인종합복지관 1층 식당,사회복지과,2019-03-20,2019-03-20,2022-11-28
행사,임고서원 춘향제,유교 전통 제례의식,임고서원,문화예술과,2019-03-21,2019-03-21,2022-11-28
행사,대한노인회 영천시지회 정기총회,2019년 정기총회,시민회관,사회복지과,2019-03-21,2019-03-21,2022-11-28
행사,대한노인회 영천시지회 정기총회,임원선출건(지회장 등),시민회관,사회복지과,2019-03-21,2019-03-21,2022-11-28
행사,가족봉사단 발대식,사업안내 및 자원봉사교육 ,자원봉사센터 교육실,새마을체육과,2019-03-23,2019-03-23,2022-11-28
기타,「극한직업 」영화 상영,영화상영(극한직업),시민회관 스타홀,문화예술과,2019-03-22,2019-03-23,2022-11-28
행사,우리마을 건강파트너(건강 파발꾼) 발대식,우리마을 건강파트너(건강 파발꾼) 발대식,건강교육관,건강관리과,2019-03-25,2019-03-25,2022-11-28
기타,민방위 교육 실시,민방위 제도 및 운영,청소년수련관,안전재난하천과,2019-03-25,2019-03-29,2022-11-28
기타,민방위 교육 실시,민방위대원들이 알아야 할 20가지 기본 소양,청소년수련관,안전재난하천과,2019-03-25,2019-03-29,2022-11-28
기타,민방위 교육 실시,민방위 임무 숙지를 위한 체험실습교육,청소년수련관,안전재난하천과,2019-03-25,2019-03-29,2022-11-28
행사,경상북도 평생교육자 정기연수,학원 운영사항 등 교육,시민회관 스타홀,문화예술과,2019-03-26,2019-03-26,2022-11-28
기타,예술창작스튜디오 단기 입주작가 전시회,예술창작스튜디오 제11기 단기 입주작가 김선 작품 전시,영천예술창작스튜디오 1전시실,문화예술과,2019-03-26,2019-03-30,2022-11-28
행사,봄철 나무심기행사,봄철 나무심기행사,영천시 화산면 암기리 산100번지 외 1필지,산림과,2019-03-28,2019-03-28,2022-11-28
축제,영천 별빛야시장 개장식,식전공연(ROXY 여성3인조 전자현악공연),영천공설시장 1층 중앙통로,일자리노사과,2019-03-28,2019-03-28,2022-11-28
축제,영천 별빛야시장 개장식,개장식,영천공설시장 1층 중앙통로,일자리노사과,2019-03-28,2019-03-28,2022-11-28
축제,영천 별빛야시장 개장식,식후공연(트로트 가수),영천공설시장 1층 중앙통로,일자리노사과,2019-03-28,2019-03-28,2022-11-28
행사,경북소년체육대회(유도),2019 경북소년체육대회(유도),영천체육관,체육시설사업소,2019-03-28,2019-03-29,2022-11-28
기타,영천한의마을 개관,영천한의마을 개관,영천한의마을,힐링산업과,2019-03-29,2019-03-29,2022-11-28
행사,조선통신사 옛길 서울-동경 한·일 우정걷기,경복궁~광화문 퍼레이드,경복궁,문화예술과,2019-04-01,2019-04-01,2022-11-28
행사,조선통신사 옛길 서울-동경 한·일 우정걷기,경복궁~광화문 퍼레이드,광화문,문화예술과,2019-04-01,2019-04-01,2022-11-28
행사,조선통신사 옛길 서울-동경 한·일 우정걷기,경복궁~광화문 퍼레이드,전쟁기념관,문화예술과,2019-04-01,2019-04-01,2022-11-28
행사,조선통신사 옛길 서울-동경 한·일 우정걷기,전쟁박물관 도착 환영퍼포먼스,경복궁,문화예술과,2019-04-01,2019-04-01,2022-11-28
행사,조선통신사 옛길 서울-동경 한·일 우정걷기,전쟁박물관 도착 환영퍼포먼스,광화문,문화예술과,2019-04-01,2019-04-01,2022-11-28
행사,조선통신사 옛길 서울-동경 한·일 우정걷기,전쟁박물관 도착 환영퍼포먼스,전쟁기념관,문화예술과,2019-04-01,2019-04-01,2022-11-28
행사,동화읽는어른모임 공개강좌,우리아이에게 어떤 책을 줄까,지산홀,평생학습관,2019-04-03,2019-04-03,2022-11-28
축제,농업경영인가족 한마음대회,우수회원 표창,영천강변공원,농촌지도과,2019-04-03,2019-04-03,2022-11-28
축제,농업경영인가족 한마음대회,화합행사 ,영천강변공원,농촌지도과,2019-04-03,2019-04-03,2022-11-28
행사,자활기업『유가네닭갈비』 출범식,유가네닭갈비 출범식,유가네닭갈비 영천점,복지정책과,2019-04-04,2019-04-04,2022-11-28
행사,자활기업『유가네닭갈비』 출범식,시식회,유가네닭갈비 영천점,복지정책과,2019-04-04,2019-04-04,2022-11-28
행사,시민 체육대회 대비 봄맞이 국토대청결 운동,16개 읍면동 동시 일제대청소 실시,2개 동 취약지역(동부동남부동),새마을체육과,2019-04-04,2019-04-04,2022-11-28
행사,시민 체육대회 대비 봄맞이 국토대청결 운동,"동부동, 남부동만 전 부서직원 배치",2개 동 취약지역(동부동남부동),새마을체육과,2019-04-04,2019-04-04,2022-11-28
기타,찾아가는 음악회,성악,영천나자렛집,문화예술과,2019-04-06,2019-04-06,2022-11-28
기타,찾아가는 음악회,악기 연주,영천나자렛집,문화예술과,2019-04-06,2019-04-06,2022-11-28
축제,시민과 함께하는 『웃찾사 & 영천빅리그』,웃찾사 상영,시민회관 스타홀,문화예술과,2019-04-06,2019-04-06,2022-11-28
축제,시민과 함께하는 『웃찾사 & 영천빅리그』,영천빅리그 상영,시민회관 스타홀,문화예술과,2019-04-06,2019-04-06,2022-11-28
행사,식품접객업 기존영업주 위생교육,위생법교육,시민회관 스타홀,보건위생과,2019-04-08,2019-04-09,2022-11-28
행사,식품접객업 기존영업주 위생교육,원산지교육,시민회관 스타홀,보건위생과,2019-04-08,2019-04-09,2022-11-28
행사,식품접객업 기존영업주 위생교육,노무 교육,시민회관 스타홀,보건위생과,2019-04-08,2019-04-09,2022-11-28
행사,제41회 영천시민체육대회,영천시민체육대회,영천시민운동장,새마을체육과,2019-04-10,2019-04-10,2022-11-28
기타,예술창작스튜디오 제11기 입주작가 프리뷰전,영천예술창작스튜디오 제11기 입주작가(8명) 프리뷰전(미리보기) 전시,영천예술창작스튜디오 1전시실,문화예술과,2019-04-10,2019-04-14,2022-11-28
기타,예술창작스튜디오 제11기 입주작가 프리뷰전,영천예술창작스튜디오 제11기 입주작가(8명) 프리뷰전(미리보기) 전시,영천예술창작스튜디오 2전시실,문화예술과,2019-04-10,2019-04-14,2022-11-28
축제,시민회관 영화상영,영화상영,시민회관 스타홀,문화예술과,2019-04-12,2019-04-13,2022-11-28
행사,민물낚시대회,민물낚시대회,영천 탑못(금호읍),새마을체육과,2019-04-14,2019-04-14,2022-11-28
행사,벚꽃100리길마라톤대회,영천댐 벚꽃 100리길 마라톤대회,영천댐 일원,새마을체육과,2019-04-14,2019-04-14,2022-11-28
행사,복사꽃 전국사진 촬영대회,영천복사꽃 전국사진 촬영대회,대창면 일원(개회식:(구)영창중학교),문화예술과,2019-04-14,2019-04-14,2022-11-28
축제,야외 벚꽃음악회,시민과 함께하는 야외 벚꽃음악회,영천댐 하류공원 폭포앞 특설무대,문화예술과,2019-04-14,2019-04-14,2022-11-28
행사,2019년 민방위 대장교육,민방위 대장의 리더십 교육 및 지휘훈련 체험·실습,시민회관,안전재난하천과,2019-04-15,2019-04-15,2022-11-28
축제,우리가 스타-G 영천시편 예선 심사,어르신 장기경연,영천시종합복지센터 1층 강당,사회복지과,2019-04-15,2019-04-15,2022-11-28
축제,우리가 스타-G 영천시편 예선 심사,우리가 스타-G 예선 심사,영천시종합복지센터 1층 강당,사회복지과,2019-04-15,2019-04-15,2022-11-28
행사,제39회 영천시 장애인의 날 기념식 및 체육대회 개최,장애인의 날 기념식,영천강변공원(분수대 옆 무대),사회복지과,2019-04-16,2019-04-16,2022-11-28
행사,제39회 영천시 장애인의 날 기념식 및 체육대회 개최,명랑체육대회,영천강변공원(분수대 옆 무대),사회복지과,2019-04-16,2019-04-16,2022-11-28
행사,제39회 영천시 장애인의 날 기념식 및 체육대회 개최,"어울림 한마당(초청공연, 장기자랑)",영천강변공원(분수대 옆 무대),사회복지과,2019-04-16,2019-04-16,2022-11-28
축제,V.O.S 퇴근하고 여기 어때,콘서트,시민회관 스타홀,문화예술과,2019-04-19,2019-04-19,2022-11-28
축제,2019 최무선과학꿈잔치 개최 및 최무선영상체험관 개관,개회식 및 과학체험프로그램 부스운영,최무선과학관 일원,문화예술과,2019-04-19,2019-04-20,2022-11-28
축제,2019 최무선과학꿈잔치 개최 및 최무선영상체험관 개관,개관식 및 최무선영상체험관 관람 행사,최무선과학관 일원,문화예술과,2019-04-19,2019-04-20,2022-11-28
행사,청소년 동아리 발대식,발대식 및 동아리 소개,청소년문화의 집(2층),가족행복과,2019-04-20,2019-04-20,2022-11-28
행사,최무선장군 추모제,최무선장군 추모제례,최무선과학관,문화예술과,2019-04-21,2019-04-21,2022-11-28
기타,지구의 날 기념 소등 행사,주요 공공건물 전체 소등,영천시청(본관/별관),환경보호과,2019-04-22,2019-04-22,2022-11-28
기타,지구의 날 기념 소등 행사,주요 공공건물 전체 소등,16개 읍면동,환경보호과,2019-04-22,2019-04-22,2022-11-28
행사,장애인종합복지관 신나는 예술여행,국악 및 관현악 공연 관람,영천시장애인종합복지관 강당,사회복지과,2019-04-23,2019-04-23,2022-11-28
기타,"제15회 찾아가는 역사박물관 『창의정용군, 조선을 구하다』",임진왜란 영천·경주성 수복전투 기록물 및 관련 유물 전시,동국대학교 경주캠퍼스 박물관,문화예술과,2019-04-24,2019-04-28,2022-11-28
행사,우리가 스타-G 녹화경연,어르신 장기경연,영천시민회관,사회복지과,2019-04-24,2019-04-24,2022-11-28
행사,우리가 스타-G 녹화경연,초대가수 공연,영천시민회관,사회복지과,2019-04-24,2019-04-24,2022-11-28
기타,2019년 포도분야 해외 전문가 초청 교육,포도고품질 안정생산 기술교육,농업기술센터 강당,기술지원과,2019-04-25,2019-04-25,2022-11-28
기타,2019년 포도분야 해외 전문가 초청 교육,해외 우수포도 품종 소개,농업기술센터 강당,기술지원과,2019-04-25,2019-04-25,2022-11-28
행사,"“행복영천 시민, 천원의 행복”",영화 「돈」 상영,시민회관 스타홀,문화예술과,2019-04-26,2019-04-27,2022-11-28
기타,제11회 영천시장기 족구대회,족구대회,영천 강변체육공원 축구장,새마을체육과,2019-04-28,2019-04-28,2022-11-28
기타,2019년 경력단절예방을 위한 취업특강,재취업 및 사회적 관계 확장을 위한 소통의 기본,교육문화센터 회의실,평생학습관,2019-04-30,2019-04-30,2022-11-28
행사,사랑의 무료급식,어버이날 맞이 급식봉사,영천역,새마을체육과,2019-05-01,2019-05-01,2022-11-28
기타,2019년 영천시민대학 수료식 및 특강,신나는 인생 즐거운 삶,교육문화센터 회의실,평생학습관,2019-05-02,2019-05-02,2022-11-28
기타,도시재생뉴딜 영천공설시장 상인대학 교육,전통시장 활성화 사례,완산동 청년회 사무실(영천공설시장 2층 주차장),지역활력과,2019-05-03,2019-05-03,2022-11-28
기타,도시재생뉴딜 영천공설시장 상인대학 교육,공간조성의 목적 수립,완산동 청년회 사무실(영천공설시장 2층 주차장),지역활력과,2019-05-03,2019-05-03,2022-11-28
행사,영천불교연합회 부처님 오신날 봉축법요식,식전음악회,영천강변공원,문화예술과,2019-05-03,2019-05-03,2022-11-28
행사,영천불교연합회 부처님 오신날 봉축법요식,법요식,영천강변공원,문화예술과,2019-05-03,2019-05-03,2022-11-28
행사,영천불교연합회 부처님 오신날 봉축법요식,점등식,영천강변공원,문화예술과,2019-05-03,2019-05-03,2022-11-28
행사,영천불교연합회 부처님 오신날 봉축법요식,제등행진,영천강변공원,문화예술과,2019-05-03,2019-05-03,2022-11-28
기타,「어린이 캣츠 2탄」 어린이날 특별기획공연,고양이들의 퍼포먼스,시민회관 스타홀,문화예술과,2019-05-04,2019-05-04,2022-11-28
기타,「어린이 캣츠 2탄」 어린이날 특별기획공연,가족뮤지컬,시민회관 스타홀,문화예술과,2019-05-04,2019-05-04,2022-11-28
기타,귀농귀촌학교(전원생활체험학교) 2기 교육 개강,개강식 및 오리엔테이션,보현자연수련원,농촌지도과,2019-05-04,2019-05-05,2022-11-28
기타,귀농귀촌학교(전원생활체험학교) 2기 교육 개강,농지전용개발과 귀농귀촌 정책,보현자연수련원,농촌지도과,2019-05-04,2019-05-05,2022-11-28
기타,귀농귀촌학교(전원생활체험학교) 2기 교육 개강,전원부동산과 전원주택의 입지,보현자연수련원,농촌지도과,2019-05-04,2019-05-05,2022-11-28
행사,제97회 어린이날 큰잔치,식전행사,영천강변공원 분수광장,가족행복과,2019-05-05,2019-05-05,2022-11-28
행사,제97회 어린이날 큰잔치,공식행사,영천강변공원 분수광장,가족행복과,2019-05-05,2019-05-05,2022-11-28
행사,제97회 어린이날 큰잔치,식후행사,영천강변공원 분수광장,가족행복과,2019-05-05,2019-05-05,2022-11-28
행사,제97회 어린이날 큰잔치,체험행사,영천강변공원 분수광장,가족행복과,2019-05-05,2019-05-05,2022-11-28
행사,임란의병 한천승첩 기념 추모행사,임란의병한천승첩 427년 기념추모행사,백의사(영천시 화남면 삼창리),문화예술과,2019-05-06,2019-05-06,2022-11-28
기타,강성태의 “미쳐야 공부다”,2019년 시민행복아카데미 5월 특강 개최,교육문화센터 우석홀,평생학습관,2019-05-08,2019-05-08,2022-11-28
기타,「2019 DAC 소장 작품 순회전 - 사람풍경展」 개최,대구문화예술회관 소장 작품 34점 전시(대구·경북지역 대표작가 및 청년작가 작품),영천예술창작스튜디오 1전시실,문화예술과,2019-05-08,2019-05-28,2022-11-28
기타,「2019 DAC 소장 작품 순회전 - 사람풍경展」 개최,대구문화예술회관 소장 작품 34점 전시(대구·경북지역 대표작가 및 청년작가 작품),영천예술창작스튜디오 2전시실,문화예술과,2019-05-08,2019-05-28,2022-11-28
